test_type,intent,flags,original_question,clean_question,rag_answer,ground_truth,source,failed
controlled,delivery_options,BCIL,"I have got to see the delivery methods, can I get some help?","I have got to see the delivery methods, can I get some help?","To see the available delivery methods, you can visit the checkout page or your account settings. These options will be displayed so you can choose the one that best suits your needs.","Wonderful! I'm here to assist you with exploring our delivery methods. Allow me to provide you with the information you need:

1. Standard Shipping: This is our default shipping method, which usually takes {{Date Range}} business days to deliver.
2. Expedited Shipping: If you need your items a bit faster, we offer expedited shipping, which can deliver within {{Date Range}} business days.
3. Overnight Shipping: For those urgent cases, we have overnight shipping available, ensuring your items arrive on the next business day.
4. In-Store Pickup: If you prefer a more personalized experience, you can select in-store pickup. Visit one of our {{Store Location}} to collect your items at your convenience.

Please keep in mind that the delivery times may vary depending on your location and the specific item you purchase. If you have any further questions or if there's anything else I can assist you with, feel free to let me know. I'm here to make sure your delivery experience goes smoothly!",delivery_policy.txt,False
controlled,delivery_options,BCLMP,"I would like to see what shipment methods I have, help me","I would like to see what shipment methods I have, help me","You can check the available shipment methods on your checkout page. To do this, follow these steps:

1. Go to the checkout page.
2. Enter your delivery address.
3. The available shipment methods will be listed for your location. 

You can choose from Standard Delivery (5-7 business days), Express Delivery (2-3 business days), and Next Day Delivery (order before 2 PM), depending on the shipping options available for your area. 

If you're unsure, you can also check our delivery policy documentation for more information.","Certainly! Allow me to guide you through our shipment methods, ensuring you make an informed decision:

1. Standard Shipping: This option offers reliable delivery within {{Date Range}} business days, perfect for non-urgent items.
2. Expedited Shipping: If you're in a hurry, Expedited Shipping is the way to go. It ensures your items are delivered within {{Date Range}} business days.
3. Overnight Shipping: Need your items urgently? Overnight Shipping guarantees next business day delivery.
4. In-Store Pickup: For a quick and convenient option, consider In-Store Pickup. Simply select this option during checkout and collect your items at our nearest {{Store Location}}.

By assessing your specific needs and the urgency of your items, you can choose the shipment method that best suits you. If you have any further questions or concerns, feel free to ask. I'm here to assist you every step of the way!",delivery_policy.txt,False
controlled,delivery_options,BILM,where do I see what options for delivery you offer?,where do I see what options for delivery you offer?,You can see what delivery options we offer by visiting the checkout page or your account settings.,"Positively! To find out the delivery options we offer, you can visit our website and navigate to the product page of the item you wish to purchase. On the product page, you'll typically find a section that provides information about the available delivery options.

Additionally, during the checkout process, once you've added the item to your cart, you'll be presented with a list of available delivery methods and their corresponding costs. This allows you to choose the option that best suits your needs.

If you prefer personalized assistance or have specific questions about delivery options, you can also reach out to our customer support team via phone, email, or live chat. They will be more than happy to guide you through the various shipping choices and help you make an informed decision.

Remember, every interaction is an opportunity for us to enhance your overall shopping experience, so don't hesitate to reach out to us for any further assistance or clarification. We're here to ensure your satisfaction every step of the way!",delivery_policy.txt,False
controlled,delivery_options,BILPW,could I see the damn shipment methods?,could I see the damn shipment methods?,"Our delivery options, also referred to as shipment methods or shipping methods, include the following choices for receiving your order:

- Standard Delivery (5-7 business days)
- Express Delivery (2-3 business days)
- Next Day Delivery (order before 2 PM)","Oh, I apologize for any frustration caused. Let's dive into the wondrous world of our shipment methods:

We offer several options to cater to your shipping needs:

1. Standard Shipping: This is the default and most affordable option, with an estimated delivery time of {{Date Range}} business days.
2. Expedited Shipping: If you require faster delivery, opt for Expedited Shipping, which usually takes {{Date Range}} business days.
3. Overnight Shipping: For those urgent situations, we offer Overnight Shipping, guaranteeing delivery by the next business day.
4. In-Store Pickup: If you prefer a more personal touch, you can choose In-Store Pickup and collect your items from one of our convenient {{Store Location}}.

Remember that exact delivery times may vary depending on your location and other factors. If you have any specific concerns or questions about our shipment methods, feel free to ask. It would be my pleasure to assist you further!",delivery_policy.txt,False
controlled,delivery_options,BLS,shipments to {{Delivery Country}},shipments to United Kingdom,"We ship to the United Kingdom. To check our available delivery options and estimated delivery times for your specific location in the UK, please visit the checkout page and enter your delivery address. You can choose between Standard, Express, and Next Day Delivery, and you'll see a notification at checkout if your delivery city or country is not supported. 

Additionally, please note that international delivery to the UK typically takes 7-14 business days, and customs duties and taxes are the responsibility of the customer.","Unquestionably! I'd be happy to provide you with information on shipments to {{Delivery Country}}. Our company offers reliable shipping options to {{Delivery Country}} to ensure your items reach you safely and in a timely manner.

We offer the following shipping options for shipments to {{Delivery Country}}:

1. Standard Shipping: This is our most cost-effective option, typically arriving within {{Date Range}} business days. It's perfect for non-urgent items.

2. Expedited Shipping: If you need your items sooner, expedited shipping is a great choice. It usually takes {{Date Range}} business days to deliver to {{Delivery Country}}.

3. Express Shipping: For urgent shipments, we offer express shipping that guarantees delivery within {{Date Range}} business days.

Please keep in mind that the delivery timeframes may vary depending on factors such as customs clearance and the specific destination in {{Delivery Country}}. To get an accurate estimate for your shipment, I recommend contacting our customer support team or providing us with more details about the items you wish to ship.

If you have any additional questions or concerns about shipments to {{Delivery Country}} or any other aspect of our service, don't hesitate to ask. We're here to help!",delivery_policy.txt,False
controlled,delivery_options,BILS,do you ship to {{Delivery Country}}?,do you ship to United Kingdom?,"Yes, we ship to the United Kingdom. You can check the specific shipping options and estimated delivery times by visiting the checkout page and entering your delivery address.","Great question! We do offer shipping services to {{Delivery Country}}. It's wonderful to hear that you're interested in our products and would like to have them delivered to {{Delivery Country}}. We have a variety of shipping options available, including standard shipping, expedited shipping, and even in-store pickup if you're located near one of our stores. Our goal is to provide you with a smooth and convenient delivery experience, ensuring that your package arrives safely and in a timely manner. If you have any specific concerns or questions about shipping to {{Delivery Country}}, please let me know. I'm here to assist you every step of the way!",delivery_policy.txt,False
controlled,delivery_options,BLM,help me seeing what shipment methods are available,help me seeing what shipment methods are available,"Based on our delivery policy documents, our available shipment methods are:

- Standard Delivery (5-7 business days)
- Express Delivery (2-3 business days)
- Next Day Delivery (order before 2 PM)","Certainly! I'm excited to guide you through the diverse range of shipment methods we have available. Let's embark on this journey together:

1. Standard Shipping: With an estimated delivery time of {{Date Range}} business days, it's suitable for non-urgent items. This is a popular choice among many customers.

2. Expedited Shipping: If you need your items a bit faster, this is the way to go. Expect your delivery within {{Date Range}} business days.

3. Overnight Shipping: For those urgent needs, our overnight shipping ensures next business day delivery. Perfect for last-minute surprises or time-sensitive occasions.

4. In-Store Pickup: If you prefer to collect your items yourself or happen to be near one of our {{Store Location}}, you can opt for in-store pickup.

Each method has its distinct advantages, and our team is available to provide personalized recommendations based on your specific requirements. Feel free to ask any questions or share your preferences.",delivery_policy.txt,False
controlled,delivery_options,BISZ,is it possible to order from {{Delivery City}} ?,is it possible to order from London ?,"Yes, it is possible to order from London. The UK, including London, is listed as one of the countries we ship to.","How delightful! You're considering placing an order from the enchanting city of {{Delivery City}}. Fear not, as we gladly offer our remarkable delivery services to {{Delivery City}}, ensuring a convenient and seamless shopping experience for you. With our wide range of delivery options, you can select the one that best suits your needs and receive your desired items right at your doorstep. So go ahead and explore the wonders of our products, knowing that delivery to {{Delivery City}} is absolutely possible. Should you have any further questions or require assistance, I'm here to guide you every step of the way. Let's embark on this exciting journey together!",delivery_policy.txt,False
controlled,delivery_options,BLM,show me what options for delivery are there,show me what options for delivery are there,"Our delivery options, also referred to as shipment methods or shipping methods, include the following choices for receiving your order:

- Standard Delivery (5-7 business days)
- Express Delivery (2-3 business days)
- Next Day Delivery (order before 2 PM)","Of course! I'm here to guide you through the available delivery options, tailored to meet your needs and preferences. Discover the following options we provide:

1. Standard Shipping: Typically arrives within {{Date Range}} business days. It's perfect for non-urgent items or when you're looking for an economical choice.

2. Expedited Shipping: If you need your items a bit faster, this option ensures delivery within {{Date Range}} business days. It's ideal for time-sensitive purchases.

3. Overnight Shipping: For those urgent needs, this option guarantees next business day delivery. Perfect for when you need your items ASAP.

4. In-Store Pickup: If you're looking for more control and convenience, you can select this option and collect your items from our {{Store Location}}.

Remember, specific delivery times may vary depending on factors such as your location and availability. If you have any specific questions or if there's anything else I can assist you with, please feel free to ask. Your satisfaction is our priority!""",delivery_policy.txt,False
controlled,delivery_options,BLSZ,shiping to {{Delivery City}},shiping to London,"You can check if we deliver to your specific city or country, London in this case, by visiting the checkout page and entering your delivery address. If your delivery city or country is supported, you will be able to select from our available shipping choices, including Standard, Express, and Next Day Delivery.","Unquestionably! I'm excited to assist you in exploring the possibility of shipping to the beautiful city of {{Delivery City}}. We offer a range of delivery options to ensure your items reach you conveniently and in a timely manner.

1. Standard Shipping: Typically arrives within 5-7 business days. It's a reliable option for non-urgent shipments.
2. Expedited Shipping: If you need your items sooner, you can choose expedited shipping which will have them delivered within 2-3 business days.
3. Express Shipping: For urgent needs, express shipping guarantees delivery within 1-2 business days.

These options may vary based on the specific items you are purchasing and your location. However, rest assured that we strive to provide flexible and efficient shipping services to our valued customers like you. If you have any further questions or need assistance with placing an order, please feel free to ask.",delivery_policy.txt,False
controlled,delivery_options,BIS,do you deliver to {{Delivery City}}?,do you deliver to London?,"Yes, we deliver to the United Kingdom, which includes London. If you visit the checkout page and enter your delivery address, you can see all available shipping options and estimated delivery times for London.","Indeed! We do deliver to {{Delivery City}}. We offer nationwide coverage across Canada, including {{Delivery City}}. You can choose from our range of delivery options, including standard shipping, expedited shipping, and even in-store pickup if you're in the vicinity of one of our stores. {{Delivery City}} is one of our well-served locations, so you can rest assured that we'll get your order to you in a timely manner. If you have any further questions or need assistance with your delivery, please don't hesitate to ask. We're here to ensure your satisfaction and make your {{Delivery City}} delivery a breeze!",delivery_policy.txt,False
controlled,delivery_options,BLMW,help me see what damn shipment methods are available,help me see what damn shipment methods are available,"You can choose from the following shipment methods at checkout:

- Standard Delivery (5-7 business days)
- Express Delivery (2-3 business days)
- Next Day Delivery (order before 2 PM)

These options are available globally, and you can check if we deliver to your specific city or country by visiting the checkout page and entering your delivery address.","No worries! Let's take a look at the wide array of shipment methods we have available:

1. Standard Shipping: This option is perfect for non-urgent items, with an estimated delivery time of {{Date Range}} business days.
2. Expedited Shipping: Need your items sooner? Choose expedited shipping for delivery in {{Date Range}} business days.
3. Overnight Shipping: For urgent needs, we offer overnight shipping, ensuring your items arrive on the next business day.
4. In-Store Pickup: If you prefer to personally pick up your items, you can do so from our {{Store Location}}.

By providing these various options, we strive to meet your individual needs and make your shopping experience as seamless as possible. If you have any further questions or need assistance with anything else, feel free to ask. We're here to help!""",delivery_policy.txt,False
controlled,delivery_options,BILS,do you ship to {{Delivery City}}?,do you ship to London?,"Yes, we ship to London. In fact, we mention that we ship to many countries and cities worldwide, including the United Kingdom. You can check the checkout page to enter your delivery address and confirm your shipping options.","I'm on it! We have shipping services available for {{Delivery City}}, ensuring that our customers in that area can receive their orders promptly. We understand the importance of reliable and efficient delivery, and we're committed to making it happen for you. So go ahead and place your order with confidence, knowing that we can deliver it to {{Delivery City}} seamlessly. If you have any other questions or need further assistance, feel free to ask. We're here to help!",delivery_policy.txt,False
controlled,delivery_options,BILQSZ,do ya ship toFinland,do ya ship toFinland,"We ship to many countries and cities worldwide, including Finland. To check the specific delivery options for your location, please visit the checkout page and enter your delivery address.","Certainly! We offer shipping to {{Delivery Country}} as part of our international delivery options. Whether you're in Helsinki, Tampere, or any other city in {{Delivery Country}}, we've got you covered. Simply select {{Delivery Country}} as your shipping destination during the checkout process, and we'll ensure a smooth delivery experience right to your doorstep. If you have any specific questions or concerns about shipping to {{Delivery Country}}, please feel free to let me know. I'm here to assist you every step of the way!",delivery_policy.txt,False
controlled,delivery_options,BLM,help checking what shipping options are there,help checking what shipping options are there,"According to our delivery policy, you have the following shipping options:

- Standard Delivery (5-7 business days)
- Express Delivery (2-3 business days)
- Next Day Delivery (order before 2 PM)

Please note that P.O. boxes are accepted for standard delivery only.","Fantastic! I can sense your curiosity in exploring the shipping options available to you. Let's embark on this journey together! Our company offers a range of shipping options designed to meet your specific needs:

1. Standard Shipping: This option is perfect if you're not in a hurry. It typically takes around {{Standard Shipping Time}} business days for your package to arrive.

2. Expedited Shipping: If you need your items a little faster, our expedited shipping is the way to go. With this option, you can expect your package to arrive within {{Expedited Shipping Time}} business days.

3. Same-Day Delivery: For those urgent situations when time is of the essence, we offer same-day delivery. Your package will be delivered to your doorstep on the same day you place your order.

4. In-Store Pickup: If you prefer the convenience of picking up your items in person, our in-store pickup option is available at our {{Store Location}}. Simply choose this option at checkout, and your items will be ready for pickup in no time.

I hope this information helps you make an informed decision. If you have any further questions or if there's anything else I can assist you with, please don't hesitate to ask. Together, let's make your shipping experience as seamless as possible!",delivery_policy.txt,False
controlled,delivery_options,BSZ,deliverids to {{Delivery Country}},deliverids to United Kingdom,We ship to the United Kingdom. You can check on the checkout page to confirm our delivery options and estimated delivery times for your specific location.,"Ah, I understand you're looking for delivery options to {{Delivery Country}}. Allow me to assist you with that. We offer a range of shipment methods to {{Delivery Country}} to cater to your needs. Here are the options available:

1. Standard Shipping: This option usually takes approximately 7-10 business days for delivery to {{Delivery Country}}.
2. Expedited Shipping: If you're in a hurry, our expedited shipping can get your items to you within 3-5 business days.
3. Priority Shipping: For the most urgent needs, our priority shipping ensures delivery within 1-3 business days.

Please keep in mind that these estimated times may vary depending on factors such as customs clearance and any unforeseen circumstances. If you have any specific concerns or questions regarding the shipping process or any other assistance you may require, feel free to let me know. It's my pleasure to help you with your shipping needs.",delivery_policy.txt,False
controlled,delivery_options,BIS,do you deliver to {{Delivery Country}}?,do you deliver to United Kingdom?,"Yes, we deliver to the United Kingdom. It's listed in our countries we ship to. You can check the details of our delivery times and methods on the checkout page when entering your delivery address.","I'll take care of it! I'm delighted to inform you that we do deliver to {{Delivery Country}}. We have an extensive global network, allowing us to provide shipping services to various countries, including {{Delivery Country}}. Whether it's Budapest, Debrecen, Szeged, or any other location in {{Delivery Country}}, we've got you covered. Our goal is to ensure that customers like you can enjoy our exceptional products and services no matter where you are. If you have any specific concerns or questions regarding the delivery process or our services, please don't hesitate to let me know. I'm here to assist you every step of the way!",delivery_policy.txt,False
controlled,delivery_options,BCL,"I want to see the delivery methods, help me","I want to see the delivery methods, help me",You can check available delivery methods by visiting the checkout page or your account settings. Delivery options and costs are displayed at checkout.,"Certainly! Let me guide you through our array of delivery methods, ensuring you find the perfect fit for your needs. Here are our available options:

1. Standard Shipping: This option is tailored for those who appreciate anticipation, with an estimated delivery time of {{Date Range}} business days.

2. Expedited Shipping: If you're in a time-sensitive situation, our expedited shipping option will ensure that your package arrives faster, typically within {{Date Range}} business days.

3. Overnight Shipping: For those seeking instant gratification, our overnight shipping option guarantees delivery by the next business day.

4. In-Store Pickup: If you prefer a more hands-on approach, our in-store pickup option allows you to collect your items in person from our nearest {{Store Location}}.

Remember that specific delivery times may vary based on factors such as your location and item availability. If you have any further questions or need assistance with any specific delivery method, please don't hesitate to ask. Your satisfaction is our priority!""",delivery_policy.txt,False
controlled,delivery_options,BLS,shipping to {{Delivery City}},shipping to London,"You can check if we deliver to your location by visiting the checkout page and entering your delivery address, specifically London in the United Kingdom.","Thank you for inquiring about shipping to {{Delivery City}}. We are delighted to assist you with our delivery options to this location. Here are the shipping options available:

1. International Standard Shipping: This option typically arrives within 7-14 business days. It is ideal for non-urgent shipments to {{Delivery City}}.
2. International Expedited Shipping: If you need your items sooner, this option can deliver within 3-5 business days to {{Delivery City}}.
3. International Express Shipping: For urgent needs, this option guarantees delivery in 1-3 business days to {{Delivery City}}.

Please keep in mind that the exact delivery times may vary based on customs clearance and other factors. If you have any specific concerns or require further assistance, please don't hesitate to let us know. We are here to ensure a seamless shipping experience for you.",delivery_policy.txt,False
controlled,delivery_options,BISZ,cn I place an order from {{Delivery City}}?,cn I place an order from London?,"Yes, you can place an order from London. London is a city in the United Kingdom, which is mentioned in our supported countries for shipping. To confirm, you can visit the checkout page and enter your delivery address to check if we deliver to your specific location.","Greetings from the world of possibilities, my friend! I'm delighted to inform you that you can indeed place an order from {{Delivery City}}. We offer shipping services to various locations, including {{Delivery City}}. As long as the shipping address you provide falls within our delivery range, you can enjoy the convenience of placing an order and having it delivered straight to your door. Feel free to explore our website or reach out to our customer support team for any specific details or assistance during the ordering process. We're here to make your shopping experience seamless and delightful, no matter where you are!",delivery_policy.txt,False
controlled,delivery_options,BILSZ,do you shp to {{Delivery City}}?,do you shp to London?,"We do ship to the United Kingdom, which includes London. To confirm, you can visit the checkout page and enter your delivery address to see our available shipping options.","For sure! We are thrilled to offer shipping services to {{Delivery City}}, ensuring that our customers in this delightful city can enjoy our products. Whether you're in the heart of the Altstadt or the bustling districts of Schwabing, you can count on us to deliver your items right to your doorstep. We understand the importance of a seamless delivery experience, and we're committed to providing the highest level of service for our valued customers in {{Delivery City}}. If you have any specific questions or concerns regarding shipping to {{Delivery City}} or any other location, please feel free to ask. We're here to assist you every step of the way!",delivery_policy.txt,False
controlled,delivery_options,BLSZ,shipnents to {{Delivery Country}},shipnents to United Kingdom,"You can ship to the United Kingdom as it is mentioned in the list of countries we ship to: ""United Kingdom"". 

For the shipping options and time frame, you can refer to the 'International delivery' section, which mentions that international delivery takes 7-14 business days.

Additionally, you can check if we deliver to your specific city in the United Kingdom by visiting the checkout page and entering your delivery address, as per the 'To check if we deliver to your specific city or country' paragraph.","I'm happy to help! When it comes to shipments to {{Delivery Country}}, we have a range of delivery options available to suit your needs. Here are a few options:

1. Standard Shipping: Our standard shipping service is a reliable and cost-effective option for sending your shipments to {{Delivery Country}}. It typically takes between {{Date Range}} business days for delivery.

2. Express Shipping: If you're looking for a faster option, we offer express shipping to {{Delivery Country}}. This service ensures expedited delivery with an estimated timeframe of {{Date Range}} business days.

3. Priority Shipping: For urgent shipments, our priority shipping service is the way to go. With this option, your package will receive top priority and will be delivered in {{Date Range}} business days.

4. In-Store Pickup: If you prefer the convenience of picking up your shipment, we also offer in-store pickup at our designated pickup locations in {{Delivery Country}}. This allows you to collect your items at your convenience.

These are just a few of the options available for shipments to {{Delivery Country}}. To explore more details and find the best shipping option for your specific needs, I recommend visiting our website or contacting our customer support team. They'll be more than happy to assist you further.",delivery_policy.txt,False
controlled,delivery_options,BIS,can I order from {{Delivery Country}}?,can I order from United Kingdom?,"Yes, we ship to the United Kingdom. You can check if we deliver to your specific city in the United Kingdom by visiting the checkout page and entering your delivery address.","I'm happy to help! We offer international shipping, including to {{Delivery Country}}. We believe in making our products accessible to customers worldwide. When you're ready to place your order, simply select the items you'd like, proceed to checkout, and enter your shipping address details. Our system will calculate the shipping cost and provide an estimated delivery timeframe for your convenience. If you have any specific questions or concerns about ordering from {{Delivery Country}}, feel free to let us know, and we'll be more than happy to assist you throughout the process. Happy shopping!",delivery_policy.txt,False
controlled,delivery_options,BIPQSW,would it be possible to place a fucking order from {{Delivery City}},would it be possible to place a fucking order from London,"We ship to the United Kingdom, which includes London. You can place an order from London by visiting our website or mobile application 24/7. Each order will receive a unique Order Number upon confirmation, and you'll receive a confirmation email within 5 minutes after placing the order.","{{Delivery City}}, a city known for its vibrant culture and stunning architecture. We are delighted to inform you that we offer shipping services to {{Delivery City}} and you can absolutely place an order with us. Here are our delivery options tailored for your convenience:

1. Standard Shipping: Typically arrives within {{Date Range}} business days. Ideal for non-urgent items.
2. Expedited Shipping: A faster option that gets your items to you in {{Date Range}} business days.
3. Overnight Shipping: For those urgent needs, ensuring next business day delivery.
4. In-Store Pickup: Perfect if you're near one of our {{Store Location}} and prefer to grab your items personally.

You can confidently proceed with placing your order online. If you have any specific concerns or if there's anything else I can assist with, please don't hesitate to ask. We're here to ensure your satisfaction!",order_policy.txt,False
controlled,delivery_options,BCLM,"I need to check what shipping options you offer, help me","I need to check what shipping options you offer, help me","We offer three shipping options: 

1. Standard Delivery (5-7 business days)
2. Express Delivery (2-3 business days)
3. Next Day Delivery (order before 2 PM)","Unquestionably! Allow me to guide you through the enchanting realm of our shipping options:

1. Standard Shipping: Delight in the anticipation as your package arrives within {{Date Range}} business days.
2. Expedited Shipping: For those seeking a quicker journey, expect your items in {{Date Range}} business days.
3. Overnight Shipping: Embrace the allure of instant gratification with next business day delivery.
4. In-Store Pickup: Experience the joy of convenience by collecting your items from our {{Store Location}}.

You're now equipped with an array of options to suit your specific needs. Should you have any further queries or if there's anything else I can assist you with, please don't hesitate to let me know. It's my pleasure to ensure your satisfaction!""",delivery_policy.txt,False
controlled,delivery_options,BISZ,cn I place an order from {{Delivery City}}?,cn I place an order from London?,"Yes, you can place an order from London. According to our policy, we ship to many countries worldwide, including the United Kingdom, which includes cities like London.","Greetings from our bustling city! I'm delighted to inform you that you can indeed place an order from {{Delivery City}}. We offer shipping options to numerous locations, including {{Delivery City}}, ensuring that you have access to our products and services. Whether you're looking for standard shipping, expedited shipping, or even in-store pickup, our team is here to assist you every step of the way. So go ahead and explore our wide range of products, place your order, and let us take care of the rest. We can't wait to serve you and make your shopping experience a memorable one!",delivery_policy.txt,False
controlled,delivery_options,BIQS,can i place an order from {{Delivery Country}},can i place an order from United Kingdom,"Yes, we ship to the United Kingdom. To check if we deliver to your specific city or country, please visit the checkout page and enter your delivery address.","Ah, the vast and diverse land of {{Delivery Country}}! We cherish customers like you from all around the world. Indeed, you can place an order with us from {{Delivery Country}}. We offer international shipping options to ensure a seamless shopping experience for customers like you. Simply browse our website, add your desired items to your cart, proceed to checkout, and enter your Canadian shipping address. Our team will handle the rest and make sure your order reaches you safely and efficiently. Should you require any assistance or have any specific concerns, please do not hesitate to reach out. We're here to make your shopping journey remarkable, no matter where you are!",delivery_policy.txt,False
controlled,delivery_options,BISZ,can I ordrr from {{Delivery City}}?,can I ordrr from London?,"You can definitely order from London. According to our shipping information, we deliver to the United Kingdom, which includes London. To confirm, you can visit the checkout page and enter your delivery address to see the available shipping options.","Absolutely! I'm excited to let you know that you can place an order from {{Delivery City}} without any hassle. Our delivery services cover a wide range of locations, including {{Delivery City}}. 

When you proceed with your order, simply enter your address details, and our system will automatically recognize {{Delivery City}} as a valid shipping destination. You'll be able to choose from our various delivery options based on your preferences and urgency.

Rest assured that we are committed to ensuring a seamless shopping experience for our customers worldwide, including those in {{Delivery City}}. If you have any specific questions or need further assistance regarding ordering or shipping, please feel free to ask.",delivery_policy.txt,False
controlled,delivery_options,BILQS,do ya ship to {{Delivery Country}},do ya ship to United Kingdom,"Yes, we ship to the United Kingdom. In fact, we list it as one of the countries we deliver to in our policy documents.","How exciting! You're exploring the possibility of shipping to the beautiful country of {{Delivery Country}}. It would be my pleasure to provide you with information on our delivery options for this destination.

Rest assured, we do offer shipping services to {{Delivery Country}}. Whether you're sending a package to {{Delivery Country}} City, Cancun, Guadalajara, or anywhere else in {{Delivery Country}}, we've got you covered. We understand the importance of reaching your desired location promptly and securely.

Our delivery options include:
1. Standard Shipping: Typically arrives within 7-10 business days. Perfect for non-urgent shipments.
2. Expedited Shipping: Need your package sooner? This option ensures delivery in 3-5 business days.
3. Express Shipping: For the fastest delivery, we offer express shipping with 1-2 business days transit time.

Please note that the exact delivery time may vary based on factors such as customs clearance and the specific destination within {{Delivery Country}}.

If you have any specific concerns or questions about shipping to {{Delivery Country}} or if there's anything else I can assist you with, please don't hesitate to let me know. Your satisfaction is our top priority, and we're here to make your shipping experience seamless and enjoyable.",delivery_policy.txt,False
controlled,delivery_options,BIQSZ,do ya deoiver to {{Delivery City}},do ya deoiver to London,"To check if we deliver to London, please visit the checkout page and enter your delivery address. Since London is part of the United Kingdom, which we ship to, you should be able to select it as your shipping destination.","Marvelous! Yes, we do deliver to {{Delivery City}}, ensuring your packages reach you efficiently and promptly. {{Delivery City}} is a beautiful city, and we're delighted to serve its residents. Whether you're looking for standard shipping or expedited options, we have a range of delivery methods available for you. Rest assured that we prioritize the safe and timely arrival of your packages. If there's anything else you'd like to know or need assistance with, feel free to ask. We're here to make your shipping experience smooth and enjoyable!",delivery_policy.txt,False
controlled,delivery_options,BLSZ,shiping to {{Delivery City}},shiping to London,"According to our policy documents, we ship to many countries and cities worldwide, including the United Kingdom. Since London is a city in the United Kingdom, you can enter your London delivery address at the checkout page to see our available shipping options, including Standard, Express, and Next Day Delivery. Please note that international delivery typically takes 7-14 business days, and customs duties and taxes may apply.","Of course! I'm thrilled to inform you that we do offer shipping services to {{Delivery City}}. Whether you're looking to receive your items at your doorstep or prefer the convenience of in-store pickup, we have options that cater to your needs. Our standard shipping typically arrives in {{Date Range}} business days, while expedited shipping can get your items to you even faster in {{Date Range}} business days. If you're in urgent need, our overnight shipping ensures next business day delivery. Additionally, we have multiple store locations in {{Delivery City}} where you can personally pick up your items. We're here to make your shopping experience seamless, so please feel free to reach out if you have any other questions or require further assistance.",delivery_policy.txt,False
controlled,delivery_options,BL,I need information about the methods for shipment,I need information about the methods for shipment,"Our delivery options, also referred to as shipment methods or shipping methods, include the following choices for receiving your order:

- Standard Delivery (5-7 business days)
- Express Delivery (2-3 business days)
- Next Day Delivery (order before 2 PM)

Additionally, international delivery takes 7-14 business days, but please note that customs duties and taxes are the responsibility of the customer and vary by country. 

You can check if we deliver to your specific city or country by visiting the checkout page and entering your delivery address.","Absolutely! Your desire to explore the available shipment methods is commendable. Here's an overview of our delivery options:

1. Standard Shipping: This option typically takes {{Date Range}} business days for delivery. It caters to non-urgent items and is chosen by many of our customers.
2. Expedited Shipping: If you have time-sensitive items, this is the best choice. You can expect your package to arrive within {{Date Range}} business days.
3. Overnight Shipping: For those last-minute needs, we offer overnight shipping that guarantees delivery on the next business day.
4. In-Store Pickup: If you prefer to grab your items personally and enjoy the convenience of a local experience, you can choose our in-store pickup option at one of our {{Store Location}}.

By going through these options, you should be able to make an informed decision that aligns perfectly with your requirements. If you have any specific concerns or questions, please feel free to let me know. I'm here to make your experience as smooth and satisfying as possible!",delivery_policy.txt,False
controlled,delivery_options,BILSZ,do you shp to {{Delivery City}}?,do you shp to London?,"We ship to the United Kingdom, and since London is a city within the UK, you should be able to select it as your delivery address when checking out. If you enter your delivery address on the checkout page, it should show that we deliver to your location.","{{Delivery City}}, a city steeped in history, culture, and stunning architecture. It's my pleasure to inform you that we do offer shipping services to {{Delivery City}}! Our wide range of delivery options ensures that you can receive your items with ease and convenience. Whether you choose our standard shipping, expedited shipping, or even opt for in-store pickup, we've got you covered. If you have any specific concerns or questions regarding shipping to {{Delivery City}} or any other inquiries, feel free to let me know. It's my priority to assist you every step of the way!",delivery_policy.txt,False
controlled,delivery_options,BISZ,is it possible to place an order from {{Delivery City}} ?,is it possible to place an order from London ?,"Yes, it is possible to place an order from London. According to our policy, customers can place orders through our website or mobile application 24/7, and London is a city in the United Kingdom, which is one of the countries we ship to.","Of course! You can definitely place an order from {{Delivery City}}. We offer shipping options that cover different locations, including {{Delivery City}}. Rest assured, we strive to make our services available to customers worldwide. If you have any specific products in mind or need assistance with the ordering process, feel free to let me know. I'm here to help you every step of the way.",delivery_policy.txt,False
controlled,delivery_options,BIQSZ,is it possible to ordet from {{Delivery Country}},is it possible to ordet from United Kingdom,"Yes, it is possible to order from the United Kingdom. Our policy documents state that we ship to many countries worldwide, including the United Kingdom.","Indeed! We welcome orders from {{Delivery Country}} with open arms. Let me provide you with an overview of our delivery options specifically tailored for shipping to {{Delivery Country}}:

1. Standard Shipping: Typically arrives within {{Date Range}} business days. It's a reliable option for non-urgent orders.
2. Expedited Shipping: If you're looking for a faster delivery, this option will get your items to you in {{Date Range}} business days.
3. International Priority Shipping: For those urgent needs, we offer international priority shipping to ensure your order arrives as quickly as possible.
4. In-Store Pickup: If you prefer a more personalized experience or you're in the vicinity of our local {{Store Location}}, you can pick up your order in-store.

We'll ensure that the whole delivery process is smooth and efficient, regardless of your location. If you have any specific concerns or if there's anything else I can assist you with, please don't hesitate to let me know. It will be my pleasure to assist you throughout this journey!""",delivery_policy.txt,False
